state,latitude,longitude,city,name,status,founded_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,avg_participants,is_top500,id,funding_duration_first,funding_duration_last,broad_category,funding_category
Arizona,33.729759,-111.431221,Glendale,Pathways Platform,closed,2009-10-15,2009-05-15,2011-03-23,-0.42,1.44,1.07,1.07,9,2,4500000,1,AZ,advertising,0,0,0,0,0,2.0,0,3130,-153,524,Service,Medium
California,37.395271,-122.102275,Los Altos,Genophen,closed,2008-01-01,2011-05-03,2013-11-22,3.34,5.9,5.01,5.01,12,3,5426678,1,CA,biotech,1,0,0,0,0,1.0,0,3131,1218,2152,software,Medium
California,36.116203,-119.681564,Altadena,Rexter,closed,2010-08-01,2011-01-01,2012-01-01,0.42,1.42,2.63,2.75,8,2,1400000,2,CA,enterprise,0,1,0,0,0,4.0,1,3132,153,518,Software,Low
California,36.116203,-119.681564,San Francisco,Firespotter Labs,operating,2011-04-01,2011-05-04,2012-07-19,0.09,1.3,1.91,2.13,17,2,18000000,3,CA,web,0,0,1,1,0,1.5,1,3133,33,475,Software,High
Utah,40.352198,-111.775091,American Fork,Marketecture,closed,2010-03-01,2010-01-01,2013-01-01,-0.16,2.84,2.17,2.17,7,6,1473000,1,UT,software,0,1,0,0,0,2.17,0,3134,-59,1037,Software,Low
Massachusetts,42.230171,-71.530106,Waltham,Blu Homes,operating,2008-01-01,2011-05-05,2013-06-25,3.34,5.48,5.01,5.01,11,3,137500000,1,MA,real_estate,1,0,1,1,0,1.0,0,3135,1220,2002,Business,High
New York,42.165726,-74.948051,New York,Funtactix,operating,2006-01-01,2007-01-01,2007-01-01,1.0,1.0,5.12,7.47,7,1,6000000,4,NY,games_video,0,0,1,0,0,2.0,1,3136,365,365,Software,Medium
California,36.116203,-119.681564,Venice,Grubwithus,operating,2010-08-01,2011-05-01,2012-06-15,0.75,1.87,1.75,1.83,6,2,9360573,2,CA,web,0,0,0,0,1,8.5,1,3137,273,684,Software,Medium
New York,42.165726,-74.948051,New York,Medivo,operating,2010-01-08,2011-08-18,2013-06-17,1.61,3.44,3.01,3.01,8,3,22745000,1,NY,enterprise,0,0,1,1,0,3.0,1,3138,587,1256,Software,High
New York,42.165726,-74.948051,New York,Dashlane,closed,2009-07-06,2011-09-21,2011-09-21,2.21,2.21,1.39,3.19,9,1,5000000,3,NY,web,0,0,1,0,0,2.0,1,3139,807,807,Software,Medium
California,37.7896246,-122.3954269,San Francisco,SendtoNews,operating,2010-01-15,2011-12-06,2012-09-13,1.89,2.66,2.71,2.71,8,2,4000000,1,CA,news,0,1,0,0,0,1.0,0,3140,690,972,Service,Medium
California,36.116203,-119.681564,Santa Monica,Brighter.com,operating,2011-01-01,2011-01-01,2013-10-29,0.0,2.83,1.67,2.42,9,3,28000000,3,CA,web,0,0,1,1,1,2.0,1,3141,0,1032,Software,High
New Jersey,40.7367566,-74.1713261,Newark,Videolicious,closed,2007-01-01,2012-07-30,2013-08-09,5.58,6.61,3.9,6.61,2,2,3650000,2,NJ,software,1,1,0,0,0,5.0,1,3142,2037,2412,Software,Medium
Georgia,33.040619,-83.643074,Atlanta,CodeGuard,closed,2010-04-14,2011-06-02,2012-05-29,1.13,2.13,1.8,2.13,7,2,1800000,2,GA,software,0,1,0,0,0,2.0,0,3143,414,776,Software,Low
California,36.116203,-119.681564,San Mateo,FreeMonee,operating,2009-06-01,2012-05-11,2012-08-07,2.95,3.19,-2.42,3.59,10,2,45000000,4,CA,advertising,0,0,1,1,0,4.5,1,3144,1075,1163,Service,High
California,36.116203,-119.681564,San Mateo,Alpine Data Labs,operating,2010-01-01,2011-05-11,2013-11-22,1.36,3.89,1.36,3.73,15,2,23500000,3,CA,analytics,0,0,1,1,0,4.0,1,3145,495,1421,Software,High
California,36.116203,-119.681564,Mountain View,Claritics,operating,2011-01-01,2011-05-12,2011-05-12,0.36,0.36,0.36,0.36,5,1,1500000,1,CA,enterprise,0,0,1,0,0,2.0,0,3146,131,131,Software,Low
New York,42.165726,-74.948051,New York,ZocDoc,operating,2007-09-18,2008-08-18,2013-06-24,0.92,5.77,2.38,5.79,18,4,97000000,4,NY,health,0,0,1,1,1,2.67,1,3147,335,2106,Service,High
New York,42.165726,-74.948051,New York,TheSquareFoot,closed,2010-12-10,2012-08-01,2013-10-15,1.64,2.85,0.92,2.38,5,3,890000,2,NY,real_estate,0,1,0,0,0,1.0,1,3148,600,1040,Business,Low
California,37.7818246,-122.3932938,San Francisco,Typesafe,operating,2011-01-01,2011-05-12,2012-08-22,0.36,1.64,1.42,1.64,5,2,17000000,2,CA,software,0,0,1,1,0,2.5,1,3149,131,599,Software,High
Washington,47.400902,-121.490494,Seattle,Prosodic,operating,2011-01-27,2012-05-15,2012-05-15,1.3,1.3,0.34,0.34,6,1,1400000,1,WA,software,0,1,0,0,0,3.0,1,3150,474,474,Software,Low
California,36.116203,-119.681564,Palo Alto,MotherKnows,operating,2010-10-01,2011-04-15,2011-07-13,0.54,0.78,0.78,0.8,5,2,3300000,2,CA,health,0,0,0,0,0,6.0,1,3151,196,285,Service,Medium
Utah,40.150032,-111.862434,Salt Lake City,MasteryConnect,closed,2009-10-01,2009-10-01,2013-01-19,0.0,3.3,3.25,3.31,7,3,5500000,2,UT,education,0,1,1,0,0,3.0,1,3152,0,1206,Service,Medium
Massachusetts,42.230171,-71.530106,Cambridge,The Tap Lab,operating,2009-10-01,2011-03-01,2012-04-03,1.41,2.51,0.0,0.0,2,3,562000,1,MA,games_video,0,1,0,0,0,2.0,1,3153,516,915,Software,Low
California,37.758352,-122.398379,San Francisco,Open Places,operating,2008-03-01,2008-01-01,2010-06-07,-0.16,2.27,2.27,2.27,4,4,1100000,1,CA,web,0,1,0,0,0,2.75,1,3154,-60,828,Software,Low
Maryland,39.063946,-76.802101,Rockville,Altavoz,closed,2011-04-04,2012-09-11,2013-01-31,1.44,1.83,1.67,2.38,10,4,475000,2,MD,games_video,0,1,1,0,0,1.0,0,3155,526,668,Software,Low
California,37.789902,-122.4007791,San Francisco,Genbook,operating,2007-01-01,2006-09-25,2006-09-25,-0.27,-0.27,4.88,6.62,11,1,2200000,4,CA,web,0,0,1,0,0,1.0,0,3156,-98,-98,Software,Medium
California,36.116203,-119.681564,San Francisco,WaterSmart Software,closed,2009-11-01,2011-05-16,2013-08-27,1.54,3.82,1.54,2.17,6,3,6350000,2,CA,software,1,1,1,0,0,3.67,1,3157,561,1395,Software,Medium
Texas,31.054487,-97.563461,Dallas,Qwiqq,operating,2010-12-01,2011-03-08,2012-10-31,0.27,1.92,0.0,2.02,2,3,710000,2,TX,mobile,0,1,0,0,0,4.0,0,3158,97,700,software,Low
Massachusetts,42.230171,-71.530106,Boston,Searcheeze,operating,2011-01-01,2011-01-01,2011-01-01,0.0,0.0,0.0,0.0,3,1,305000,1,MA,web,0,1,0,0,0,1.0,0,3159,0,0,Software,Low
New York,40.7291303,-73.9982357,New York,Jirafe,operating,2010-01-01,2010-12-20,2012-06-26,0.97,2.48,2.48,3.0,16,2,7000000,2,NY,advertising,0,1,1,0,0,2.5,1,3160,353,907,Service,Medium
California,36.116203,-119.681564,San Francisco,Triptrotting,closed,2011-01-01,2011-01-01,2012-05-22,0.0,1.39,1.37,2.33,14,3,1800000,2,CA,travel,0,1,1,0,0,3.33,1,3161,0,507,Service,Low
California,37.446668,-122.156579,Redwood City,PubMatic,operating,2006-09-01,2008-01-01,2012-06-06,1.33,5.77,3.62,7.19,26,4,63000000,4,CA,advertising,1,0,1,1,1,3.5,1,3162,487,2105,Service,High
Missouri,38.456085,-92.288368,Saint Louis,Yurbuds,operating,2009-01-01,2010-05-03,2013-08-01,1.33,4.58,3.5,3.5,3,4,10158510,1,MO,hardware,1,1,0,0,0,1.0,0,3163,487,1673,Hardware,Medium
Washington,47.400902,-121.490494,Kirkland,Resolve Therapeutics,operating,2010-01-01,2011-05-17,2012-11-01,1.37,2.84,2.0,2.0,10,3,8883334,1,WA,biotech,0,0,1,1,0,2.5,1,3164,501,1035,software,Medium
California,33.8171,-111.9035,Los Altos,GENWI,operating,2010-01-01,2010-09-23,2012-09-18,0.73,2.72,1.33,2.72,13,3,7100000,3,CA,mobile,1,1,1,0,0,2.67,1,3165,265,991,software,Medium
California,36.116203,-119.681564,Los Angeles,CreditPing.com,closed,2009-10-01,2009-09-01,2009-09-01,-0.08,-0.08,1.63,1.63,3,1,580000,1,CA,web,0,1,0,0,0,5.0,0,3166,-30,-30,Software,Low
California,36.116203,-119.681564,Mountain View,Zanbato,operating,2010-07-01,2010-08-15,2012-03-20,0.12,1.72,2.0,2.0,15,5,5050000,1,CA,finance,0,1,1,1,0,1.0,1,3167,45,628,Service,Medium
Massachusetts,42.230171,-71.530106,Cambridge,Fetchnotes,operating,2011-03-01,2012-08-03,2013-11-13,1.43,2.71,1.25,1.5,7,3,443000,2,MA,mobile,0,1,0,0,0,1.0,1,3168,521,988,software,Low
Massachusetts,42.230171,-71.530106,Boston,SessionM,operating,2011-01-01,2011-05-21,2012-05-08,0.38,1.35,1.5,1.79,18,2,26500000,2,MA,advertising,0,0,1,1,0,1.5,1,3169,140,493,Service,High
California,36.116203,-119.681564,Los Angeles,EndPlay,operating,2009-01-01,2012-04-13,2012-04-13,3.28,3.28,2.92,2.92,11,1,21500000,1,CA,advertising,0,0,0,0,1,2.0,1,3170,1198,1198,Service,High
Massachusetts,42.230171,-71.530106,Cambridge,TurningArt,operating,2009-01-01,2011-05-23,2012-05-23,2.39,3.39,3.39,3.39,2,2,2250000,1,MA,design,1,1,0,0,0,2.5,1,3171,872,1238,Software,Medium
Pennsylvania,40.590752,-77.209755,Pittsburgh,Aquion Energy,operating,2008-01-01,2011-09-07,2013-04-02,3.68,5.25,4.75,4.75,14,2,65000000,1,PA,cleantech,1,0,0,0,0,5.0,1,3172,1345,1918,Business,High
Maryland,39.063946,-76.802101,Lanham,JobOn,operating,2011-05-11,2011-05-25,2011-05-25,0.04,0.04,0.06,0.06,4,1,250000,1,MD,consulting,0,1,0,0,0,1.0,0,3173,14,14,Business,Low
California,36.116203,-119.681564,Sacramento,Egghead Interactive,operating,2007-09-18,2010-01-10,2010-01-10,2.32,2.32,3.41,3.41,2,1,880000,1,CA,advertising,0,1,0,0,0,1.0,0,3174,845,845,Service,Low
California,36.116203,-119.681564,Milpitas,Greenvity Communications,operating,2010-01-01,2011-06-06,2011-06-06,1.43,1.43,1.43,1.43,2,1,7000000,1,CA,cleantech,0,0,1,0,0,1.0,0,3175,521,521,Business,Medium
California,36.116203,-119.681564,Campbell,BlueStacks,operating,2009-01-01,2011-05-17,2013-03-05,2.37,4.18,2.0,4.49,6,4,17040690,2,CA,mobile,1,0,1,1,0,3.0,1,3176,866,1524,software,High
California,36.116203,-119.681564,San Francisco,KISSmetrics,operating,2008-05-01,2008-05-13,2013-07-18,0.03,5.22,4.12,5.55,16,3,10800000,2,CA,software,0,1,1,1,0,4.0,1,3177,12,1904,Software,Medium
Tennessee,35.0380726,-85.3104902,Chattanooga,Southtree,operating,2009-01-01,2011-12-01,2011-12-01,2.92,2.92,4.07,4.07,2,1,60000,1,TN,web,0,0,0,0,0,1.0,0,3178,1064,1064,Software,Low
Washington DC,38.904853,-77.034003,Washington,Social Tables,operating,2011-02-01,2012-05-22,2013-07-30,1.3,2.49,2.45,2.49,6,2,1500000,2,DC,software,0,1,0,0,0,8.0,1,3180,476,910,Software,Low
New York,42.165726,-74.948051,White Plains,Personetics Technologies,operating,2010-01-01,2011-05-25,2013-06-18,1.39,3.46,3.47,3.47,4,2,18000000,1,NY,finance,0,0,1,1,0,2.5,1,3181,509,1264,Service,High
Massachusetts,42.230171,-71.530106,Cambridge,Senexx,operating,2012-03-01,2011-03-16,2011-03-16,-0.96,-0.96,-1.0,-1.0,2,1,250000,1,MA,enterprise,0,1,0,0,0,3.0,1,3182,-351,-351,Software,Low
California,36.116203,-119.681564,San Francisco,Fingerprint,operating,2010-07-01,2011-04-01,2012-09-06,0.75,2.19,2.34,3.43,16,2,9150000,3,CA,games_video,1,0,0,0,0,2.5,0,3183,274,798,Software,Medium
Michigan,43.326618,-84.536095,Southfield,Benzinga,operating,2009-01-01,2011-05-26,2011-05-26,2.4,2.4,3.17,3.17,4,1,1500000,1,MI,news,1,0,0,0,0,1.0,1,3184,875,875,Service,Low
California,36.116203,-119.681564,San Francisco,Spill Inc,operating,2009-06-25,2011-03-01,2011-11-01,1.68,2.35,2.44,3.1,2,2,420000,2,CA,web,0,1,0,0,0,1.0,1,3185,614,859,Software,Low
Florida,30.4240007,-84.2266617,Miami Beach,Flomio,operating,2011-05-01,2012-01-01,2012-07-27,0.67,1.24,0.69,1.24,3,2,543000,2,FL,ecommerce,0,1,0,0,0,3.0,1,3186,245,453,Software,Low
Arizona,33.729759,-111.431221,Tempe,BodeTree,operating,2010-11-19,2013-04-17,2013-04-17,2.41,2.41,2.16,2.32,3,1,1400000,3,AZ,finance,0,1,0,0,0,1.0,0,3187,880,880,Service,Low
New York,42.165726,-74.948051,New York,eCareDiary,operating,2009-09-01,2009-09-01,2009-09-01,0.0,0.0,0.75,4.18,4,1,277000,2,NY,enterprise,0,1,0,0,0,1.0,0,3188,0,0,Software,Low
California,36.116203,-119.681564,San Francisco,SigFig,operating,2011-01-01,2013-07-02,2013-07-02,2.5,2.5,0.92,2.04,18,1,15000000,3,CA,finance,0,0,0,1,0,3.0,1,3189,913,913,Service,High
California,36.116203,-119.681564,Hayward,Primus Power,operating,2009-08-04,2011-05-31,2011-05-31,1.82,1.82,-0.59,-0.59,3,1,11000000,1,CA,cleantech,1,0,0,0,0,4.0,1,3190,665,665,Business,Medium
Illinois,40.349457,-88.986137,Chicago,BenchPrep,operating,2010-08-01,2010-12-01,2012-07-03,0.33,1.92,1.97,2.13,9,2,7800000,2,IL,education,1,0,1,0,0,2.0,1,3191,122,702,Service,Medium
Massachusetts,42.3443804,-71.0279912,Boston,Sample6,operating,2009-01-01,2011-05-31,2013-10-09,2.41,4.77,2.41,4.16,5,2,16750000,2,MA,biotech,0,0,1,1,0,2.0,1,3192,880,1742,software,High
Texas,31.054487,-97.563461,Austin,Portalarium,operating,2009-09-01,2011-06-01,2012-07-10,1.75,2.86,-16.68,1.75,4,3,9425000,2,TX,games_video,1,0,1,0,0,3.0,1,3193,638,1043,Software,Medium
California,36.116203,-119.681564,Mountain View,YouWeb,operating,2007-01-01,2011-08-23,2011-08-23,4.64,4.64,6.53,6.53,2,1,2000000,1,CA,consulting,1,0,0,0,0,6.0,0,3195,1695,1695,Business,Low
California,36.116203,-119.681564,Los Angeles,Daqri,operating,2010-01-01,2013-06-04,2013-06-04,3.42,3.42,2.0,3.42,10,1,15000000,2,CA,enterprise,0,0,0,0,0,1.0,0,3196,1250,1250,Software,High
Washington,47.400902,-121.490494,Bellevue,adSage,operating,2007-01-01,2011-10-03,2011-10-03,4.76,4.76,4.0,4.72,5,1,20000000,2,WA,advertising,1,0,0,0,0,1.0,0,3197,1736,1736,Service,High
California,36.116203,-119.681564,San Francisco,LOYAL3,operating,2008-01-01,2013-05-01,2013-10-30,5.33,5.83,5.39,5.59,20,2,20500000,2,CA,finance,0,0,0,0,1,3.0,0,3198,1947,2129,Service,High
Virginia,37.769337,-78.169968,Vienna,Liqueo,operating,2010-12-25,2011-03-01,2011-06-15,0.18,0.47,2.12,2.12,1,2,150000,1,VA,software,0,1,0,0,0,3.0,0,3199,66,172,Software,Low
Massachusetts,42.230171,-71.530106,Boston,Kinvey,closed,2010-09-01,2011-03-15,2012-07-11,0.53,1.86,0.53,2.61,8,3,7018000,3,MA,enterprise,0,1,1,0,0,1.67,1,3200,195,679,Software,Medium
Massachusetts,42.3529476,-71.0525429,Boston,EverTrue,closed,2010-01-01,2011-03-01,2013-03-21,1.16,3.22,3.0,3.22,13,3,6550000,3,MA,mobile,1,1,1,0,0,2.33,1,3201,424,1175,software,Medium
New York,42.165726,-74.948051,New York,Boomset,operating,2011-02-14,2012-04-05,2012-12-26,1.14,1.87,0.88,0.88,5,3,151000,1,NY,mobile,0,1,0,0,0,1.0,0,3202,416,681,software,Low
California,37.787683,-122.410943,Palo Alto,AdGent Digital,operating,2008-01-01,2008-03-27,2009-02-03,0.24,1.09,5.01,5.01,14,2,5300000,1,CA,advertising,0,1,1,0,0,1.0,0,3203,86,399,Service,Medium
California,36.116203,-119.681564,Santa Monica,Total Beauty Media,operating,2007-02-06,2007-03-01,2008-12-20,0.06,1.87,3.53,4.48,6,3,16000000,2,CA,web,0,0,1,1,1,1.67,1,3204,23,683,Software,High
Massachusetts,42.230171,-71.530106,Cambridge,SBR Health,closed,2010-05-01,2011-05-20,2011-05-20,1.05,1.05,0.0,0.0,2,1,1670000,1,MA,health,0,0,0,0,0,1.0,1,3205,384,384,Service,Low
California,36.116203,-119.681564,San Francisco,Leap Motion,operating,2010-10-01,2011-06-10,2013-01-03,0.69,2.26,2.92,3.01,12,3,44050000,2,CA,hardware,0,1,1,1,0,2.67,1,3206,252,825,Hardware,High
Kansas,38.5266,-96.726486,Overland Park,LockPath,operating,2009-01-01,2010-04-01,2012-07-16,1.25,3.54,4.44,4.44,6,3,8000000,1,KS,security,0,1,1,1,0,2.67,1,3207,455,1292,Service,Medium
California,37.7818003,-122.4032135,San Francisco,Snapguide,operating,2011-01-01,2011-06-08,2013-09-18,0.43,2.72,1.33,2.72,9,3,10000000,2,CA,web,0,0,1,0,0,4.67,1,3209,158,991,Software,Medium
California,36.116203,-119.681564,San Francisco,Vidcaster,operating,2010-03-01,2010-01-10,2011-11-14,-0.14,1.71,1.21,2.93,9,3,400000,3,CA,enterprise,0,1,0,0,0,1.0,1,3211,-50,623,Software,Low
Massachusetts,42.3628171,-71.0840199,Cambridge,Ginger.io,operating,2011-01-01,2011-03-01,2012-11-28,0.16,1.91,0.58,1.91,7,4,8200000,2,MA,analytics,0,1,1,0,0,3.75,1,3212,59,697,Software,Medium
California,36.116203,-119.681564,Santa Monica,Surf Air,operating,2011-11-05,2012-06-06,2013-06-03,0.59,1.58,0.59,0.72,7,2,10759387,2,CA,travel,0,0,1,1,0,7.0,1,3213,214,576,Service,Medium
New Jersey,40.298904,-74.521011,Fairfield,Critical Links,closed,2008-01-01,2008-09-01,2008-09-01,0.67,0.67,-0.07,-0.07,1,1,5700000,1,NJ,software,0,0,1,0,0,4.0,0,3215,244,244,Software,Medium
Massachusetts,42.405982,-71.2571349,Cambridge,ParElastic,operating,2010-09-01,2011-06-10,2013-04-09,0.77,2.61,1.33,1.33,9,3,8700000,1,MA,enterprise,1,1,1,0,0,2.33,1,3216,282,951,Software,Medium
California,36.116203,-119.681564,San Francisco,Geeklist,closed,2011-04-09,2013-03-08,2013-03-08,1.92,1.92,1.33,2.59,8,1,1250000,3,CA,social,0,1,0,0,0,9.0,0,3217,699,699,Software,Low
California,36.116203,-119.681564,San Diego,Embarke,operating,2011-04-29,2013-10-14,2013-10-14,2.46,2.46,1.68,1.92,4,1,1250000,2,CA,web,0,1,0,0,0,4.0,1,3218,899,899,Software,Low
New Mexico,34.840515,-106.248482,Albuquerque,Predictivez,operating,2011-01-16,2011-01-01,2011-01-01,-0.04,-0.04,-0.04,-0.04,1,1,100000,1,NM,analytics,0,1,0,0,0,1.0,0,3219,-15,-15,Software,Low
New York,42.165726,-74.948051,New York,Estimize,operating,2011-05-01,2011-05-31,2012-09-11,0.08,1.37,0.67,1.12,3,2,1400000,2,NY,finance,0,1,1,0,0,3.5,1,3220,30,499,Service,Low
Wisconsin,44.268543,-89.616508,Madison,SOLOMO Technology,closed,2011-05-01,2012-06-06,2013-06-05,1.1,2.1,-0.08,-0.08,6,3,3386432,1,WI,software,1,0,1,0,0,2.0,0,3221,402,766,Software,Medium
California,36.116203,-119.681564,San Francisco,SaveUp,closed,2011-04-01,2011-09-15,2012-07-24,0.46,1.32,0.0,0.0,4,2,7000000,1,CA,finance,0,0,1,0,0,2.0,1,3222,167,480,Service,Medium
California,36.116203,-119.681564,Palo Alto,BizeeBee,operating,2010-01-01,2011-04-28,2011-04-28,1.32,1.32,1.16,1.81,6,2,870000,2,CA,software,0,1,0,0,0,8.0,1,3223,482,482,Software,Low
New York,42.165726,-74.948051,New York,LocalVox Media,operating,2010-03-01,2011-03-21,2013-06-26,1.05,3.32,1.75,2.42,8,3,8825000,2,NY,mobile,1,0,0,0,0,2.0,0,3224,385,1213,software,Medium
California,36.116203,-119.681564,Palo Alto,Wurl,closed,2010-08-01,2009-01-01,2012-10-29,-1.58,2.25,-0.58,-0.58,3,2,5165000,1,CA,enterprise,0,1,0,0,0,2.0,0,3225,-577,820,Software,Medium
California,36.116203,-119.681564,San Francisco,BoomBotix,operating,2009-04-01,2012-05-30,2012-05-30,3.16,3.16,2.59,4.61,5,1,305000,2,CA,hardware,0,0,1,0,0,8.0,0,3227,1155,1155,Hardware,Low
California,36.116203,-119.681564,San Francisco,Copious,operating,2011-01-01,2011-06-15,2012-07-12,0.45,1.53,0.0,1.6,4,2,7000000,2,CA,web,0,0,1,0,0,3.0,1,3228,165,558,Software,Medium
New York,42.165726,-74.948051,NY,Aviary,operating,2007-01-01,2007-01-01,2012-06-27,0.0,5.49,5.26,6.66,9,3,17000000,3,NY,mobile,1,0,0,1,0,3.33,1,3229,0,2004,software,High
California,34.0193878,-118.4945027,Santa Monica,Saatchi Online,operating,2006-01-01,2010-07-23,2013-04-16,4.56,7.29,5.0,5.0,1,2,11150004,1,CA,web,1,0,1,0,0,1.0,1,3230,1664,2662,Software,Medium
Massachusetts,42.230171,-71.530106,Boston,Ubersense,operating,2011-01-01,2012-01-24,2012-09-17,1.06,1.71,1.71,2.0,11,2,1100000,2,MA,mobile,0,1,0,0,0,2.0,1,3231,388,625,software,Low
California,36.116203,-119.681564,San Francisco,SocialWire,operating,2011-07-01,2011-11-01,2013-05-05,0.34,1.85,1.84,1.84,13,3,3500000,2,CA,advertising,0,1,0,0,0,2.0,1,3232,123,674,Service,Medium
New Mexico,34.840515,-106.248482,New Brighton,InContext Solutions,closed,2009-01-01,2011-12-08,2011-12-08,2.93,2.93,3.0,3.0,4,1,1500000,1,NM,consulting,1,0,0,0,0,1.0,0,3233,1071,1071,Business,Low
California,36.116203,-119.681564,San Francisco,One Medical Group,operating,2007-01-01,2007-01-01,2013-03-23,0.0,6.23,4.56,5.0,4,5,76500000,2,CA,medical,0,0,0,1,1,3.0,1,3234,0,2273,Service,High
California,36.116203,-119.681564,Azusa,Contour Energy Systems,operating,2007-06-01,2009-08-28,2011-10-06,2.24,4.35,1.59,1.59,16,3,39200000,1,CA,cleantech,1,0,0,1,1,4.5,1,3235,819,1588,Business,High
California,36.116203,-119.681564,Cupertino,Bromium,operating,2010-01-01,2011-06-22,2013-10-23,1.47,3.81,1.0,2.72,12,4,75800000,3,CA,security,1,0,1,1,1,4.0,1,3236,537,1391,Service,High
New York,42.165726,-74.948051,New York,Cinchcast,closed,2006-01-01,2011-08-17,2011-08-17,5.63,5.63,5.09,5.09,13,1,6000000,1,NY,enterprise,0,0,0,1,0,1.0,0,3237,2054,2054,Software,Medium
California,36.116203,-119.681564,Campbell,Empowered Careers,operating,2011-06-01,2011-06-23,2013-07-05,0.06,2.1,0.06,1.0,8,2,19391496,3,CA,education,0,0,1,0,0,2.0,1,3238,22,765,Service,High
California,36.116203,-119.681564,Milpitas,Touchstone Semiconductor,operating,2010-03-01,2011-06-23,2011-06-23,1.31,1.31,1.46,1.46,0,1,12000000,1,CA,semiconductor,0,0,1,0,0,2.0,1,3239,479,479,Software,High
California,36.116203,-119.681564,Redwood City,Impermium,operating,2010-07-01,2011-06-27,2011-11-17,0.99,1.38,1.17,1.67,7,2,9000000,2,CA,security,0,1,1,0,0,7.5,1,3240,361,504,Service,Medium
Washington,47.585114,-122.084356,Sammamish,Feedjit,operating,2007-07-01,2008-01-05,2008-01-05,0.52,0.52,2.92,2.94,2,1,450000,2,WA,web,0,1,0,0,0,3.0,1,3241,188,188,Software,Low
Missouri,38.456085,-92.288368,St. Louis,Adjudica,closed,2008-01-01,2010-01-01,2011-09-01,2.0,3.67,1.92,2.84,2,2,550000,2,MO,enterprise,0,1,0,0,0,1.0,1,3242,731,1339,Software,Low
Virginia,38.804727,-77.048362,Alexandria,myRete,closed,2008-01-01,2011-08-03,2011-08-03,3.59,3.59,4.42,4.42,1,1,1787500,1,VA,social,0,0,1,0,0,1.0,1,3243,1310,1310,Software,Low
California,36.116203,-119.681564,Irvine,Ivantis,operating,2007-01-01,2011-05-31,2013-08-20,4.41,6.64,1.0,1.0,6,3,49264989,1,CA,health,0,0,1,1,0,2.5,1,3244,1611,2423,Service,High
California,36.116203,-119.681564,San Diego,On-Ramp Wireless,operating,2008-04-01,2011-06-28,2013-07-17,3.24,5.3,3.09,5.59,7,3,75100112,2,CA,mobile,1,0,0,1,1,4.0,0,3245,1183,1933,software,High
California,36.116203,-119.681564,San Diego,SweetLabs,operating,2008-02-01,2008-11-12,2011-09-29,0.78,3.66,5.33,5.56,17,3,21500000,3,CA,software,0,0,1,1,1,4.0,1,3246,285,1336,Software,High
Michigan,43.326618,-84.536095,Ann Arbor,LectureTools,closed,2010-05-01,2011-01-01,2011-01-01,0.67,0.67,-5.33,-5.33,4,1,1000000,1,MI,education,0,0,0,0,0,2.0,1,3247,245,245,Service,Low
California,36.116203,-119.681564,Santa Monica,Lifecrowd,operating,2011-01-01,2012-04-19,2012-04-19,1.3,1.3,0.0,1.21,6,1,5000000,2,CA,social,0,0,1,0,0,5.0,1,3248,474,474,Software,Medium
California,33.8641472,-117.7419658,Anaheim,Ziptask,operating,2011-11-01,2013-01-14,2013-01-14,1.21,1.21,0.5,1.46,3,1,118000,3,CA,consulting,0,1,0,0,0,1.0,1,3249,440,440,Business,Low
California,36.116203,-119.681564,Mountain View,Blue Jeans Network,operating,2009-01-01,2009-11-01,2013-09-18,0.83,4.72,2.95,4.72,14,4,98500000,2,CA,enterprise,0,0,1,1,1,3.0,1,3250,304,1721,Software,High
Virginia,37.769337,-78.169968,Charlottesville,OpenQ,operating,2006-01-01,2011-07-14,2011-07-14,5.53,5.53,6.08,6.08,2,1,5500000,1,VA,software,0,0,0,1,0,2.0,1,3251,2020,2020,Software,Medium
California,37.7868134,-122.4055127,San Francisco,Kwarter,closed,2011-04-04,2011-09-30,2013-01-14,0.49,1.78,0.52,1.79,8,2,5000000,2,CA,mobile,0,1,1,0,0,2.0,1,3252,179,651,software,Medium
New York,42.165726,-74.948051,New York,BrandFiesta,closed,2011-04-30,2011-04-01,2011-04-01,-0.08,-0.08,0.0,0.0,1,1,100000,1,NY,web,0,1,0,0,0,1.0,0,3253,-29,-29,Software,Low
New York,42.165726,-74.948051,New York,Mojo Motors,operating,2010-03-01,2010-02-01,2013-03-21,-0.08,3.06,1.25,2.19,6,4,6457640,3,NY,automotive,1,1,1,0,0,4.0,1,3255,-28,1116,Service,Medium
California,36.116203,-119.681564,Mountain View,Scanadu,operating,2011-01-01,2011-11-08,2013-11-12,0.85,2.87,1.08,2.87,11,3,16065113,3,CA,medical,0,0,1,0,0,6.0,1,3256,311,1046,Service,High
California,36.116203,-119.681564,Palo Alto,Ayasdi,operating,2008-01-01,2010-09-01,2013-07-16,2.67,5.54,5.05,5.48,16,6,51348982,2,CA,analytics,1,1,1,1,0,2.5,1,3257,974,2023,Software,High
New York,42.165726,-74.948051,New York,Magzter,operating,2011-06-01,2012-02-01,2013-12-11,0.67,2.53,0.0,2.53,4,2,13000000,2,NY,news,0,0,1,1,0,1.5,0,3258,245,924,Service,High
